建筑ID,KEY,文本,建筑成本,启用科技,过时科技,国策要求,国教,宗教,帮助,策略
207,TXT_KEY_BUILDING_JEWISH_CATHEDRAL,犹太教会堂,300,,,,,犹太教,,"<color=204,204,216,255>犹太教会堂</color>（<color=204,204,216,255>犹太教大教堂</color>）可大大提升城市的文化产出。能使市民更快乐（如<color=102,229,255,255>犹太教</color>为官方信仰）。"
208,TXT_KEY_BUILDING_JEWISH_MONASTERY,犹太修道院,60,,,,,犹太教,,"<color=204,204,216,255>修道院</color>允许你组建<color=255,255,0,255>传教士</color>，用于向其他城市传播信仰。并能提供文化产出，并对科研有少量促进作用。"
209,TXT_KEY_BUILDING_JEWISH_SHRINE,所罗门圣殿,360,,,,,,,"<color=204,204,216,255>所罗门圣殿</color>（<color=204,204,216,255>犹太教圣殿</color>）每回合可从每座信仰<color=102,229,255,255>犹太教</color>的城市获得一个金币。并能向世界传播<color=102,229,255,255>犹太教</color>，还可提升城市产生<color=255,255,0,255>历史伟人</color>的几率。"
210,TXT_KEY_BUILDING_ORTHODOX_TEMPLE,东正教礼拜堂,80,,,,,东正教,,"<color=204,204,216,255>教堂</color>（<color=204,204,216,255>正统寺庙</color>）增加城市的幸福感和文化。<color=204,204,216,255>教堂</color>需要建造<color=204,204,216,255>东正教大教堂</color>建筑。"
211,TXT_KEY_BUILDING_ORTHODOX_CATHEDRAL,东正教大教堂,300,,,,,东正教,,"<color=204,204,216,255>大教堂</color>（<color=204,204,216,255>东正教大教堂</color>）极大地增加了城市的文化产出。如果你的国家宗教是正统的</color>，或者你有权使用</color>香</color>，这会增加城市的幸福感。"
212,TXT_KEY_BUILDING_ORTHODOX_MONASTERY,东正教修道院,60,,,,,东正教,,"<color=204,204,216,255>修道院</color>（<color=204,204,216,255>东正教修道院</color>）允许您创建<color=255,255,0,255>东正教传教士</color>，他们可以在其他城市传播<color=102,229,255,255>正统教</color>。它们也为研究提供了文化和些许推动。"
213,TXT_KEY_BUILDING_ORTHODOX_SHRINE,阿纳斯塔西斯教堂,360,,,,,,,"阿纳斯塔西斯<color=204,204,216,255>教堂</color>（<color=204,204,216,255>东正教神殿</color>）为世界上每一个实行<color=102,229,255,255>正统</color>的城市每转产生一个金币，上限为20金币。它还传播了正统的</color>思想，并增加了城市产生一个<color=255,255,0,255>伟大先知</color>的机会。"
214,TXT_KEY_BUILDING_CATHOLIC_TEMPLE,天主教会,80,,,,,天主教,,"<color=204,204,216,255>教堂</color>（<color=204,204,216,255>天主教寺庙</color>）增加城市的幸福感和文化。<color=204,204,216,255>教堂</color>需要建造<color=204,204,216,255>天主教大教堂</color>建筑。"
215,TXT_KEY_BUILDING_CATHOLIC_CATHEDRAL,天主教大教堂,300,,,,,天主教,,"<color=204,204,216,255>大教堂</color>（<color=204,204,216,255>天主教大教堂</color>）极大地增加了城市的文化输出。如果天主教是你的国教，或者你有权使用香薰，这会增加城市的幸福感。"
216,TXT_KEY_BUILDING_CATHOLIC_MONASTERY,天主教修道院,60,,,,,天主教,,"<color=204,204,216,255>修道院</color>（<color=204,204,216,255>天主教修道院</color>）允许您创建<color=255,255,0,255>天主教传教士</color>，他们可以在其他城市传播<color=102,229,255,255>天主教</color>。它们也为研究提供了文化和些许推动。"
217,TXT_KEY_BUILDING_CATHOLIC_SHRINE,圣彼得大教堂,360,,,,,,,"<color=204,204,216,255>圣彼得大教堂<color=204,204,216,255>（<color=204,204,216,255>天主教神殿<color=204,204,216,255>）为世界上每一个信奉<color=204,204,216,255>天主教<color=204,204,216,255>的城市每转一圈生产一枚黄金。它还传播了天主教（COLOR_HIGHLIGHT_TEXT）的思想，并增加了它的城市产生一个（COLOR_UNIT_TEXT）伟大先知（COLOR_REVERT）的机会。"
218,TXT_KEY_BUILDING_PROTESTANT_TEMPLE,新教教堂,80,,,,,新教,,"<color=204,204,216,255>教堂</color>（<color=204,204,216,255>新教寺庙</color>）增加城市的幸福感和文化。<color=204,204,216,255>教堂</color>需要建造<color=204,204,216,255>新教大教堂</color>建筑。"
219,TXT_KEY_BUILDING_PROTESTANT_CATHEDRAL,新教大教堂,300,,,,,新教,,"<color=204,204,216,255>大教堂</color>（<color=204,204,216,255>新教大教堂</color>）极大地增加了城市的文化产出。如果你的国教是新教，或者你有权使用香，那么这会增加城市的幸福感。"
220,TXT_KEY_BUILDING_PROTESTANT_MONASTERY,新教神学院,60,,,,,新教,,"<color=204,204,216,255>神学院</color>（<color=204,204,216,255>新教修道院</color>）允许您创建<color=255,255,0,255>新教传教士</color>，他们可以在其他城市传播<color=102,229,255,255>新教</color>。它们也为研究提供了文化和些许推动。"
221,TXT_KEY_BUILDING_PROTESTANT_SHRINE,新教圣坛,360,,,,,,,"<color=204,204,216,255>所有圣徒教堂</color>（<color=204,204,216,255>新教神殿</color>）为世界上每一个实行<color=102,229,255,255>新教</color>的城市每转产生一枚金币，上限为20枚。它还传播了新教的思想，增加了城市产生伟大先知的机会。"
222,TXT_KEY_BUILDING_ISLAMIC_TEMPLE,伊斯兰礼拜堂,80,,,,,伊斯兰教,,"<color=204,204,216,255>寺庙</color>提升城市的快乐度和文化值。在游戏早期是扩展文明边界的有效方法。"
223,TXT_KEY_BUILDING_ISLAMIC_CATHEDRAL,伊斯兰清真寺,300,,,,,伊斯兰教,,"<color=204,204,216,255>伊斯兰清真寺</color>（<color=204,204,216,255>伊斯兰大教堂</color>）可大大提升城市的文化产出。能使市民更快乐（如果<color=102,229,255,255>伊斯兰教</color>是官方信仰）。"
224,TXT_KEY_BUILDING_ISLAMIC_MONASTERY,伊斯兰修道院,60,,,,,伊斯兰教,,"<color=204,204,216,255>修道院</color>允许你组建<color=255,255,0,255>传教士</color>，用于向其他城市传播信仰。并能提供文化产出，并对科研有少量促进作用。"
225,TXT_KEY_BUILDING_ISLAMIC_SHRINE,克尔白天房,360,,,,,,,"<color=204,204,216,255>克尔白天房</color>（<color=204,204,216,255>伊斯兰教圣坛</color>）每回合可从每座信仰<color=102,229,255,255>伊斯兰教</color>的城市获得一个金币。并能向世界传播<color=102,229,255,255>伊斯兰教</color>，还可提升城市产生<color=255,255,0,255>历史伟人</color>的几率。"
226,TXT_KEY_BUILDING_HINDU_TEMPLE,印度教神庙,80,,,,,印度教,,"<color=204,204,216,255>寺庙</color>提升城市的快乐度和文化值。在游戏早期是扩展文明边界的有效方法。"
227,TXT_KEY_BUILDING_HINDU_CATHEDRAL,印度教神殿,300,,,,,印度教,,"<color=204,204,216,255>印度教神殿</color>（<color=204,204,216,255>印度教大教堂</color>）可大大提升城市的文化产出。能使市民更快乐（如果<color=102,229,255,255>印度教</color>是官方信仰）。"
228,TXT_KEY_BUILDING_HINDU_MONASTERY,印度教静修院,60,,,,,印度教,,"<color=204,204,216,255>修道院</color>允许你组建<color=255,255,0,255>传教士</color>，用于向其他城市传播信仰。并能提供文化产出，并对科研有少量促进作用。"
229,TXT_KEY_BUILDING_HINDU_SHRINE,印度教黄金殿,360,,,,,,,"<color=204,204,216,255>印度教黄金殿</color>（<color=204,204,216,255>印度教圣坛</color>）每回合可从每座信仰<color=102,229,255,255>印度教</color>的城市获得一个金币。并能向世界传播<color=102,229,255,255>印度教</color>，还可提升城市产生<color=255,255,0,255>历史伟人</color>的几率。"
230,TXT_KEY_BUILDING_BUDDHIST_TEMPLE,佛堂,80,,,,,佛教,,"<color=204,204,216,255>寺庙</color>提升城市的快乐度和文化值。在游戏早期是扩展文明边界的有效方法。"
231,TXT_KEY_BUILDING_BUDDHIST_CATHEDRAL,佛寺,300,,,,,佛教,,"<color=204,204,216,255>佛寺</color>（<color=204,204,216,255>佛教大教堂</color>）可大大提升城市的文化产出。能使市民更快乐（如果<color=102,229,255,255>佛教</color>是官方信仰）。"
232,TXT_KEY_BUILDING_BUDDHIST_MONASTERY,佛院,60,,,,,佛教,,"<color=204,204,216,255>修道院</color>允许你组建<color=255,255,0,255>传教士</color>，用于向其他城市传播信仰。并能提供文化产出，并对科研有少量促进作用。"
233,TXT_KEY_BUILDING_BUDDHIST_SHRINE,大菩提寺,360,,,,,,,"<color=204,204,216,255>大菩提寺</color>（<color=204,204,216,255>佛教圣坛</color>）每回合可从每座信仰<color=102,229,255,255>佛教</color>的城市获得一个金币。并能向世界传播<color=102,229,255,255>佛教</color>，并提升城市产生<color=255,255,0,255>历史伟人</color>的几率。"
234,TXT_KEY_BUILDING_CONFUCIAN_TEMPLE,学馆,80,,,,,儒学,,"<color=204,204,216,255>寺庙</color>提升城市的快乐度和文化值。在游戏早期是扩展文明边界的有效方法。"
235,TXT_KEY_BUILDING_CONFUCIAN_CATHEDRAL,学宫,300,,,,,儒学,,"<color=204,204,216,255>书院</color>（<color=204,204,216,255>儒学大教堂</color>）可大大提升城市的文化产出。能使市民更快乐（如果<color=102,229,255,255>儒学</color>是官方信仰）。"
236,TXT_KEY_BUILDING_CONFUCIAN_MONASTERY,书院,60,,,,,儒学,,"<color=204,204,216,255>修道院</color>允许你组建<color=255,255,0,255>传教士</color>，用于向其他城市传播信仰。并能提供文化产出，并对科研有少量促进作用。"
237,TXT_KEY_BUILDING_CONFUCIAN_SHRINE,孔庙,360,,,,,,,"<color=204,204,216,255>孔庙</color>（<color=204,204,216,255>儒学圣坛</color>）每回合可从每座信仰<color=102,229,255,255>儒学</color>的城市获得一个金币。并能向世界传播<color=102,229,255,255>儒学</color>，还可提升城市产生<color=255,255,0,255>历史伟人</color>的几率。"
238,TXT_KEY_BUILDING_TAOIST_TEMPLE,道观,80,,,,,道教,,"<color=204,204,216,255>寺庙</color>提升城市的快乐度和文化值。在游戏早期是扩展文明边界的有效方法。"
239,TXT_KEY_BUILDING_TAOIST_CATHEDRAL,道宫,300,,,,,道教,,"<color=204,204,216,255>道宫</color>（<color=204,204,216,255>道教大教堂</color>）可大大提升城市的文化产出。能使市民更快乐（如果<color=102,229,255,255>道教</color>是官方信仰）。"
240,TXT_KEY_BUILDING_TAOIST_MONASTERY,道院,60,,,,,道教,,"<color=204,204,216,255>修道院</color>允许你组建<color=255,255,0,255>传教士</color>，用于向其他城市传播信仰。并能提供文化产出，并对科研有少量促进作用。"
241,TXT_KEY_BUILDING_TAOIST_SHRINE,岱庙,360,,,,,,,"<color=204,204,216,255>岱庙</color>（<color=204,204,216,255>道教圣坛</color>）每回合可从每座信仰<color=102,229,255,255>道教</color>的城市获得一个金币。并能向世界传播<color=102,229,255,255>道教</color>，还可提升城市产生<color=255,255,0,255>历史伟人</color>的几率。"
242,TXT_KEY_BUILDING_ZOROASTRIAN_TEMPLE,祆祠,80,,,,,祆教,,"<color=204,204,216,255>火神庙</color>（<color=204,204,216,255>琐罗亚斯德教神庙</color>）增加城市的幸福感和文化。<color=204,204,216,255>建造<color=204,204,216,255>琐罗亚斯德王朝皇家火灾<color=204,204,216,255>建筑需要火神庙</color>。"
243,TXT_KEY_BUILDING_ZOROASTRIAN_CATHEDRAL,祆教圣火,300,,,,,祆教,,"<color=204,204,216,255>皇家火灾</color>（<color=204,204,216,255>琐罗亚斯德大教堂</color>）极大地增加了城市的文化产出。如果你的国家宗教是琐罗亚斯德教，或者你有权使用熏香，这会增加城市的幸福感。"
244,TXT_KEY_BUILDING_ZOROASTRIAN_MONASTERY,祆教会堂,60,,,,,祆教,,"<color=204,204,216,255>Pirs</color>（<color=204,204,216,255>琐罗亚斯德修道院</color>）允许您创建<color=255,255,0,255>琐罗亚斯德教Magu</color>，他们可以在其他城市传播<color=102,229,255,255>琐罗亚斯德教</color>。它们也为研究提供了文化和些许推动。"
245,TXT_KEY_BUILDING_ZOROASTRIAN_SHRINE,法恩贝格圣火坛,360,,,,,,,"<color=204,204,216,255>阿德尔·法恩巴格</color>（<color=204,204,216,255>琐罗亚斯德教圣殿</color>）为世界上每一个实行<color=102,229,255,255>琐罗亚斯德教</color>的城市每转产生一枚金币，上限为20枚金币。它也在全世界传播了琐罗亚斯德教</color>，并增加了这个城市产生</color>伟大先知</color>的机会。"
246,TXT_KEY_BUILDING_ACADEMY,科学院,360,哲学( Philosophy ),,,,,,"<color=204,204,216,255>科学院</color>可提升城市的科研能力以及文化产出。"
247,TXT_KEY_BUILDING_ADMINISTRATIVE_CENTER,行政中心,360,政治学( Politics ),,,,,,"<color=204,204,216,255>行政中心</color>降低了附近城市的维护成本。"
248,TXT_KEY_BUILDING_MANUFACTORY,制造厂,360,行会( Guilds ),,,,,,"<color=204,204,216,255>制造厂</color> 增加一个城市的产量和增加贸易路线的产出。"
249,TXT_KEY_BUILDING_ARMOURY,军械库,360,公社( Commune ),,,,,,"<color=204,204,216,255>军械库</color> 增加一个城市的军事单位产量。"
250,TXT_KEY_BUILDING_MUSEUM,博物馆,360,遗产( Heritage ),,,,,,"<color=204,204,216,255>博物馆</color> 大大增加了一个城市的文化输出。他们还根据文化水平提高了一个城市的<color=102,229,255,255>伟人</color> 出生率。"
251,TXT_KEY_BUILDING_STOCK_EXCHANGE,证券交易所,360,经济学( Economics ),,,,,,"<color=204,204,216,255>证券交易所</color> 增加了城市的财富生产。"
252,TXT_KEY_BUILDING_TRADING_COMPANY,贸易公司,400,经济学( Economics ),,,,,,"<color=204,204,216,255>贸易公司</color>为贸易公司扩展到的每个城市创造收入，并提供两条贸易路线。它为城市带来健康，可以使用<color=102,229,255,255>香料</color>，为城市带来幸福，可以使用<color=102,229,255,255>咖啡</color>，<color=102,229,255,255>糖</color>，<color=102,229,255,255>茶</color>或<color=102,229,255,255>烟草</color>。它增加了城市产生<color=255,255,0,255>大商人</color>的几率。"
253,TXT_KEY_BUILDING_TRADING_COMPANY,贸易公司,400,地理探索( Exploration ),,,,,,"<color=204,204,216,255>贸易公司</color>为贸易公司扩展到的每个城市创造收入，并提供两条贸易路线。它为城市带来健康，可以使用<color=102,229,255,255>香料</color>，为城市带来幸福，可以使用<color=102,229,255,255>咖啡</color>，<color=102,229,255,255>糖</color>，<color=102,229,255,255>茶</color>或<color=102,229,255,255>烟草</color>。它增加了城市产生<color=255,255,0,255>大商人</color>的几率。"
254,TXT_KEY_BUILDING_NATIONAL_MONUMENT,国家纪念碑,400,遗产( Heritage ),,,,,,"<color=204,204,216,255>国家纪念碑</color> 大大提高了其城市产生 <color=102,229,255,255>伟人</color> 的速度，特别是<color=255,255,0,255>大艺术家</color> 。"
255,TXT_KEY_BUILDING_NATIONAL_THEATRE,国家剧院,200,人文科学( Humanities ),,,,,,"<color=204,204,216,255>国家剧院</color> 增加了城市的文化产出，也增加了城市的幸福感。它增加了这个城市产生大艺术家的机会。"
256,TXT_KEY_BUILDING_NATIONAL_GALLERY,国家美术馆,300,公民自由( Civil_liberties ),,,,,,"<color=204,204,216,255>国家美术馆</color> 使城市的文化输出翻倍，增加了产生<color=255,255,0,255>大艺术家</color> 的机会。"
257,TXT_KEY_BUILDING_NATIONAL_COLLEGE,国立大学,400,科学方法( Scientific_method ),,,,,,"<color=204,204,216,255>国立学院</color> 极大地提高了城市的科学产出。它还允许你将三个市民转变为科学家，并增加城市生成<color=255,255,0,255>大科学家</color>的机会。"
258,TXT_KEY_BUILDING_MILITARY_ACADEMY,军事学院,400,社会学( Sociology ),,,,,,"<color=204,204,216,255>军事学院</color>增加一个城市的军事单位产量，授予所有单位</color>领导权</color>晋升，并增加城市产生</color>大政治家</color>的机会。"
259,TXT_KEY_BUILDING_SECRET_SERVICE,特勤局,360,社会契约( Social_contract ),,,,,,"<color=204,204,216,255>特勤局</color> 增加其城市的间谍输出，并为其城市中建立的<color=255,255,0,255>间谍单位</color> 提供经验点。"
260,TXT_KEY_BUILDING_IRONWORKS,大铁厂,700,冶金术( Metallurgy ),,,,,,"<color=204,204,216,255>大铁厂</color>可提升城市生产能力（如果城市拥有煤炭或铁），但也会影响健康度。并可提升城市产生<color=255,255,0,255>大工程师</color>的几率。"
261,TXT_KEY_BUILDING_RED_CROSS,红十字会,500,微生物学( Microbiology ),,,,,,"<color=204,204,216,255>红十字会</color>使所在城市组建的单位获得<color=102,229,255,255>医疗一级</color>晋升，并提升该城市产生<color=255,255,0,255>大科学家</color>的几率。"
262,TXT_KEY_BUILDING_NATIONAL_PARK,国家公园,300,公民权利( Civil_rights ),,,,,,"建成<color=204,204,216,255>国家公园</color>可消除所在城市因人口规模导致的疾病点数。所在城市范围内的每块<color=102,229,255,255>森林保护区</color>可免费供养一位专业人员，并提升<color=255,255,0,255>大科学家</color>的出现几率。"
263,TXT_KEY_BUILDING_CENTRAL_BANK,中央银行,500,宏观经济学( Macroeconomics ),,,,,,"<color=204,204,216,255>中央银行</color>使其城市的财富产出翻了一番，并增加了产生<color=255,255,0,255>大商业家</color>的机会。"
264,TXT_KEY_BUILDING_SPACEPORT,太空港,800,太空飞行( Spaceflight ),,,,,,"<color=204,204,216,255>太空港</color>增加了所有城市的宇宙飞船产量，并增加了生成<color=255,255,0,255>大工程师</color>的机会。"
265,TXT_KEY_BUILDING_GREAT_SPHINX,狮身人面像,150,神话( Mythology ),美学( Aesthetics ),,,,﯆城市在使用粮食生产时继续增长,"<color=204,204,216,255>狮身人面像</color>允许用食物创造奇迹。它增加了这个城市产生一个伟大预言家的几率。"
266,TXT_KEY_BUILDING_PYRAMIDS,金字塔,250,石工术( Masonry ),建筑( Architecture ),,,,﯆创造奇迹时，食物被添加到生产中,"<color=204,204,216,255>金字塔</color>是世界地图的中心，让城市在用食物生产时得以发展。他们还增加了城市生成<color=255,255,0,255>伟大工程师</color>的机会。"
267,TXT_KEY_BUILDING_PYRAMID_OF_THE_SUN,太阳金字塔,300,石工术( Masonry ),地图学( Cartography ),,,,﯆开启黄金时代消耗伟人数-1,太阳金字塔
268,TXT_KEY_BUILDING_ORACLE,神谕宣示所,150,占卜学( Divination ),,,,,,"<color=204,204,216,255>神谕宣示所</color>可使建造者免费获得两项科技，并可提升城市产生<color=255,255,0,255>历史伟人</color>的几率。"
269,TXT_KEY_BUILDING_GREAT_WALL,长城,450,建筑构造学( Construction ),,,儒学 或 道教,儒学 或 道教,"﯆降低敌人在墙内的移动速度
﯆野蛮单位在墙内受到伤害","<color=204,204,216,255>长城</color>的作用范围覆盖文明的整个文化疆界，即包括地图上位于长城以外的国土。长城可使<color=102,229,255,255>蛮族</color>无法进入文明的领地，还能使在文明领地内进行的战斗带来更多的<color=102,229,255,255>大军事家</color>点数。"
270,TXT_KEY_BUILDING_ISHTAR_GATE,伊什塔尔城门,150,建筑构造学( Construction ),哲学( Philosophy ),,,,,"<color=204,204,216,255>伊什塔尔门</color>允许您雇用每种类型的专家。它还增加了生成<color=255,255,0,255>伟大艺术家</color>的机会。"
271,TXT_KEY_BUILDING_TERRACOTTA_ARMY,兵马俑,120,算术( Arithmetics ),封建制度( Feudalism ),,儒学 或 道教,儒学 或 道教,"﯆对野蛮人战斗获得经验不再有上限
﯆对野蛮人战斗获得经验可计入大军事家点数","兵马俑</color>消除了从野蛮人那里获得的经验的限制，允许野蛮人为伟大的出生做出贡献。它还增加了城市在创建军事单位时的产量，并增加了生成<color=255,255,0,255>伟大艺术家</color>的机会。"
272,TXT_KEY_BUILDING_HANGING_GARDENS,空中花园,200,历法( Calendar ),文官制度( Civil_service ),,,,﯆洪水平原不会带来不健康﯅,"<color=204,204,216,255>空中花园</color>消除了所有城市所有洪泛平原的不健康。它增加了城市生成<color=255,255,0,255>伟大工程师</color>的几率。"
273,TXT_KEY_BUILDING_GREAT_COTHON,巨港,250,造船( Shipbuilding ),炼金术( Alchemy ),,,,,"<color=204,204,216,255>巨港</color>增加了奖金生产的每一个水瓷砖工作的城市。它增加了城市产生<color=255,255,0,255>大商人</color>的几率。"
274,TXT_KEY_BUILDING_DUJIANGYAN,都江堰,300,文字( Writing ),园艺( Horticulture ),,,,,"<color=204,204,216,255>都江堰</color>为都江堰市生产的所有河砖添加了额外的食物。这也增加了该市产生一位伟大政治家的几率。"
275,TXT_KEY_BUILDING_APADANA_PALACE,阿帕达纳宫,150,算术( Arithmetics ),政治学( Politics ),,祆教,祆教,,"<color=204,204,216,255>阿帕达纳宫殿</color>在每个城市创建了一个免费的<color=204,204,216,255>纪念碑</color>，并使您的工人更快地进行改进。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
276,TXT_KEY_BUILDING_COLOSSUS,青铜巨像,250,铁器( Bloomery ),行会( Guilds ),,,,,"<color=204,204,216,255>青铜巨像</color>可使本国海滨城市的水域额外增加一个单位的商业产出。并可提升城市产生<color=255,255,0,255>大商业家</color>的几率。"
277,TXT_KEY_BUILDING_STATUE_OF_ZEUS,宙斯神像,200,水泥( Cement ),防御工事( Fortification ),,,,,"<color=204,204,216,255>宙斯神像</color>增加敌国家民众的厌战情绪。并提升<color=255,255,0,255>大艺术家</color>的出现几率。"
278,TXT_KEY_BUILDING_GREAT_MAUSOLEUM,毛索洛斯王陵墓,450,水泥( Cement ),艺术赞助( Patronage ),,,祆教,,"<color=204,204,216,255>大陵墓</color>增加您的黄金时期的长度百分之五十。它还增加了其城市产生一个伟大的艺术家</color>的几率。"
279,TXT_KEY_BUILDING_PARTHENON,帕特农神庙,350,数学( Mathematics ),火药( Gunpowder ),,,,,"<color=204,204,216,255>帕特农神殿</color>可提升你的文明产生<color=102,229,255,255>历史伟人</color>的几率，特别是<color=255,255,0,255>大艺术家</color>。并可大量增加文化产出。"
280,TXT_KEY_BUILDING_TEMPLE_OF_ARTEMIS,阿耳特弥斯神庙,350,祭司制度( Priesthood ),神学( Theology ),,,,,"<color=204,204,216,255>阿尔忒弥斯神庙</color>提升城市商路的收益，并为所在城市免费提供一位<color=102,229,255,255>神学家</color>。"
281,TXT_KEY_BUILDING_GREAT_LIGHTHOUSE,大灯塔,200,导航学( Navigation ),罗盘( Compass ),,,,,"<color=204,204,216,255>大灯塔</color>可使所有海滨城市额外增加两条商路。<color=204,204,216,255>大灯塔</color>还可提升城市产生<color=255,255,0,255>大商业家</color>的几率。"
282,TXT_KEY_BUILDING_MOAI_STATUES,摩艾石像群,300,导航学( Navigation ),,,,,"﯆+2ﬅ用于水资源改善
<color=255,76,76,255>需要20个城市半径内的水瓷砖</color>","<color=204,204,216,255>摩艾石像群</color>使所在城市的每片水域额外增加1单位产能。并提升<color=255,255,0,255>大预言家</color>的出现几率。"
283,TXT_KEY_BUILDING_FLAVIAN_AMPHITHEATRE,弗拉维竞技场,300,工程学( Engineering ),公司制( Companies ),,,,,"大竞技场<color=204,204,216,255>在建造军事单位时增加了城市的产量，并为在该城市建造的单位提供了经验值。它还增加了城市生成<color=255,255,0,255>伟大工程师</color>的机会。"
284,TXT_KEY_BUILDING_AQUA_APPIA,阿庇乌水渠,300,工程学( Engineering ),作物轮作术( Crop_rotation ),,,,,"<color=204,204,216,255>水阿皮亚水渠</color>改善了城市的健康状况。它增加了城市生成<color=255,255,0,255>伟大工程师</color>的几率。"
285,TXT_KEY_BUILDING_AL_KHAZNEH,佩特拉古城,250,货币制度( Currency ),金融学( Finance ),,,犹太教,﯆需要城市半径内的绿洲,"<color=204,204,216,255>Al-Khazneh</color>在所有城市提供自由贸易路线。它还增加了生成<color=255,255,0,255>大商人</color>的机会。"
286,TXT_KEY_BUILDING_TEMPLE_OF_KUKULKAN,库库尔坎神庙,450,美学( Aesthetics ),地理探索( Exploration ),,,,雨林上的﯆+1ﬄ,"库库坎神庙<color=204,204,216,255>为其所在城市制作的所有雨林瓷砖增加了额外的食物。它还增加了这个城市产生<color=255,255,0,255>伟大先知</color>的几率。"
287,TXT_KEY_BUILDING_MACHU_PICCHU,马丘比丘,400,律法( Law ),地质学( Geology ),,,,为所在城市范围内的每座山峰﯆提供2ﬓ,"<color=204,204,216,255>马丘比丘</color>为所在城市21格范围内的每座<color=102,229,255,255>山峰</color>提供2ﬓ。"
288,TXT_KEY_BUILDING_GREAT_LIBRARY,大图书馆,350,哲学( Philosophy ),造纸术( Paper ),,,,,"<color=204,204,216,255>大图书馆</color>可使所在城市免费供养两位科学家，提升城市的科研能力。并能大大提升城市产生<color=255,255,0,255>大科学家</color>的几率。"
289,TXT_KEY_BUILDING_FLOATING_GARDENS,漂浮花园,450,传统医学( Medicine ),,,,,,沿河地段提供粮食。
290,TXT_KEY_BUILDING_GONDESHAPUR,贡德沙普尔,300,传统医学( Medicine ),教育学( Education ),,祆教,祆教,,"<color=204,204,216,255>冈德沙普</color>为本市所有符合条件的建筑单位提供<color=102,229,255,255>Medic I</color>促销，并为所有<color=102,229,255,255>科学家</color>专家添加额外食物。它还增加了生成<color=255,255,0,255>伟大科学家</color>的机会。"
291,TXT_KEY_BUILDING_JETAVANARAMAYA,祗陀林佛塔,250,美学( Aesthetics ),,,佛教 或 印度教,佛教,,"<color=204,204,216,255>Jetavanaramaya</color>为您的所有<color=102,229,255,255>艺术家</color>专家添加了额外的食物。它还增加了生成<color=255,255,0,255>伟大艺术家</color>的机会。"
292,TXT_KEY_BUILDING_NALANDA,那烂陀大学,350,哲学( Philosophy ),艺术赞助( Patronage ),,印度教,佛教,,"<color=204,204,216,255>纳兰达大学</color>为你所在国宗教的所有建筑增加了额外的科学知识。它也增加了这个城市产生一个伟大科学家的机会。"
293,TXT_KEY_BUILDING_THEODOSIAN_WALLS,狄奥多西城墙,500,建筑( Architecture ),,,东正教,东正教,,"西奥多城墙<color=204,204,216,255>增加了一个城市对火药前部队的防御。这也增加了他们的城市产生一个<color=255,255,0,255>伟大工程师</color>的机会。"
294,TXT_KEY_BUILDING_HAGIA_SOPHIA,圣索菲亚,500,建筑( Architecture ),工会( Labour_unions ),,东正教,东正教,,"<color=204,204,216,255>圣索菲亚</color>可使你的工人效率更高，并可提升城市产生<color=255,255,0,255>大工程师</color>的几率。"
295,TXT_KEY_BUILDING_BOROBUDUR,婆罗浮屠,400,手工业( Artisanry ),社会学( Sociology ),,佛教 或 印度教,佛教,﯆城市半径范围内需要丛林或雨林,"<color=204,204,216,255>Borobudur</color>允许您雇佣三名<color=102,229,255,255>牧师</color>专家，并为您的所有<color=102,229,255,255>牧师</color>专家添加额外产品。它也增加了它的城市产生一个伟大预言家的几率。"
296,TXT_KEY_BUILDING_LA_MEZQUITA,科尔多瓦清真寺,250,奖学金制度( Scholarship ),科学方法( Scientific_method ),,伊斯兰教,伊斯兰教,,"<color=204,204,216,255>拉梅兹基塔</color>提供2名免费专家。它还增加了生成<color=255,255,0,255>伟大科学家</color>的机会。"
297,TXT_KEY_BUILDING_SHWEDAGON_PAYA,瑞光大金塔,200,伦理学( Ethics ),,,佛教 或 印度教,佛教,﯆国家﯉建筑的双倍ﬅ,"<color=204,204,216,255>瑞光大金塔</color>可对所在文明启用所有<color=102,229,255,255>宗教信仰</color>类内政法令，还可提升<color=255,255,0,255>大预言家</color>的出现几率。"
298,TXT_KEY_BUILDING_MOUNT_ATHOS,阿索斯山,300,伦理学( Ethics ),学术精神( Academia ),,东正教,东正教,﯆建筑物里有两个﯎,"<color=204,204,216,255>阿索斯山</color>使所有建筑的伟大人物点数加倍。它还增加了城市生成<color=255,255,0,255>伟大先知</color>的机会。"
299,TXT_KEY_BUILDING_IRON_PILLAR,德里铁柱,400,炼钢( Steel ),,,印度教,印度教,,"<color=204,204,216,255>铁柱</color>在每个城市创建一个免费的<color=204,204,216,255>锻造</color>。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
300,TXT_KEY_BUILDING_PRAMBANAN,巴兰班南,400,政治学( Politics ),治国术( Statecraft ),,佛教 或 印度教,印度教,﯆所有城市在增长后都会额外存储25%的ﬄ,"<color=204,204,216,255>Prambanan</color>让您的所有城市在增长后存储额外的食物。它还增加了城市生成<color=255,255,0,255>伟大先知</color>的机会。"
